CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-110256,Male,0,Yes,Yes,49,One year,No,Credit card (automatic),73.29,3689.9,No
CUST-110257,Male,1,No,No,68,Two year,No,Electronic check,98.35,7333.78,Yes
CUST-110258,Male,0,No,Yes,10,Month-to-month,No,Electronic check,26.4,267.71,No
CUST-110259,Female,0,No,Yes,5,Month-to-month,No,Credit card (automatic),27.16,140.11,No
CUST-110260,Male,0,Yes,No,1,Month-to-month,Yes,Mailed check,84.33,78.91,No
CUST-110261,Male,0,Yes,Yes,71,Two year,No,Mailed check,118.07,7713.47,No
CUST-110262,Female,0,No,No,59,Two year,Yes,Electronic check,103.88,5907.27,No
CUST-110263,Female,0,No,No,20,Month-to-month,Yes,Mailed check,94.8,1850.46,Yes
CUST-110264,Female,0,No,No,23,Month-to-month,Yes,Mailed check,30.21,675.87,No
CUST-110265,Female,1,Yes,No,32,Two year,Yes,Mailed check,104.89,3139.01,Yes
CUST-110266,Male,0,No,No,17,One year,No,Bank transfer (automatic),80.23,1488.04,Yes
CUST-110267,Female,0,No,Yes,6,One year,Yes,Bank transfer (automatic),26.67,154.12,No
CUST-110268,Male,0,Yes,Yes,48,Two year,No,Electronic check,94.82,4491.13,No
CUST-110269,Female,0,Yes,No,25,Two year,No,Credit card (automatic),104.37,2844.14,No
CUST-110270,Male,0,No,No,53,Two year,Yes,Electronic check,50.23,2918.84,No
CUST-110271,Female,0,No,Yes,62,Two year,Yes,Credit card (automatic),117.28,6978.85,Yes
CUST-110272,Male,1,Yes,Yes,57,Two year,Yes,Bank transfer (automatic),49.16,2916.73,No
CUST-110273,Female,0,No,Yes,28,Month-to-month,No,Electronic check,97.2,2905.4,Yes
CUST-110274,Female,0,No,No,22,Month-to-month,No,Bank transfer (automatic),100.02,2155.9,No
CUST-110275,Male,1,Yes,No,28,One year,Yes,Bank transfer (automatic),32.28,826.51,No
CUST-110276,Male,0,Yes,No,23,Two year,No,Bank transfer (automatic),110.01,2579.02,No
CUST-110277,Female,1,No,Yes,42,One year,Yes,Bank transfer (automatic),93.9,3765.2,Yes
CUST-110278,Female,0,Yes,No,15,One year,Yes,Credit card (automatic),115.62,1662.02,No
CUST-110279,Female,0,No,No,15,One year,Yes,Electronic check,102.72,1613.4,No
CUST-110280,Male,1,Yes,No,21,Two year,Yes,Electronic check,102.68,2226.94,No
CUST-110281,Female,0,Yes,No,53,Month-to-month,No,Bank transfer (automatic),45.76,2264.71,No
CUST-110282,Male,0,Yes,Yes,64,Two year,Yes,Bank transfer (automatic),23.56,1483.62,Yes
CUST-110283,Female,0,No,No,27,One year,Yes,Credit card (automatic),99.33,2434.26,Yes
CUST-110284,Female,1,No,No,30,Two year,No,Electronic check,81.49,2485.17,Yes
CUST-110285,Male,0,No,Yes,11,One year,No,Electronic check,94.43,950.34,No
CUST-110286,Female,0,Yes,No,56,One year,No,Mailed check,43.34,2522.65,No
CUST-110287,Female,0,Yes,Yes,36,One year,Yes,Credit card (automatic),57.26,1899.84,No
CUST-110288,Male,0,No,No,29,Month-to-month,No,Bank transfer (automatic),68.19,2154.36,No
CUST-110289,Male,0,No,No,5,Month-to-month,No,Mailed check,109.16,591.25,No
CUST-110290,Male,0,No,No,11,Month-to-month,No,Mailed check,93.36,926.76,Yes
CUST-110291,Female,0,Yes,No,62,Two year,Yes,Mailed check,88.24,4943.05,No
CUST-110292,Male,0,No,No,9,Month-to-month,Yes,Electronic check,80.96,787.51,No
CUST-110293,Female,1,No,No,72,Two year,No,Credit card (automatic),102.78,8023.62,No
CUST-110294,Female,0,No,Yes,8,Month-to-month,Yes,Mailed check,112.09,867.71,No
CUST-110295,Female,0,Yes,No,5,Month-to-month,No,Mailed check,118.99,611.21,No
CUST-110296,Female,1,Yes,Yes,52,Month-to-month,Yes,Bank transfer (automatic),79.98,4316.82,No
CUST-110297,Male,0,Yes,No,41,Two year,Yes,Credit card (automatic),116.91,4963.98,Yes
CUST-110298,Male,0,No,No,8,Month-to-month,No,Mailed check,54.26,466.0,Yes
CUST-110299,Female,0,No,Yes,60,One year,Yes,Bank transfer (automatic),55.96,3556.53,No
CUST-110300,Female,1,No,No,38,Month-to-month,No,Bank transfer (automatic),103.72,4194.95,No
CUST-110301,Male,1,Yes,Yes,43,Two year,Yes,Credit card (automatic),28.63,1295.44,No
CUST-110302,Female,0,Yes,Yes,70,Month-to-month,No,Credit card (automatic),79.67,5798.42,No
CUST-110303,Male,1,Yes,Yes,5,Two year,No,Bank transfer (automatic),88.95,445.06,No
CUST-110304,Male,0,Yes,No,60,One year,No,Credit card (automatic),56.15,3473.65,No
CUST-110305,Female,0,Yes,Yes,38,Month-to-month,Yes,Credit card (automatic),65.61,2461.55,Yes
CUST-110306,Male,0,No,Yes,10,Month-to-month,No,Mailed check,30.38,303.98,No
CUST-110307,Male,0,Yes,No,54,Two year,No,Mailed check,110.05,5790.84,No
CUST-110308,Male,0,Yes,No,36,One year,Yes,Mailed check,20.83,710.19,No
CUST-110309,Female,0,No,Yes,22,Month-to-month,Yes,Electronic check,101.01,2268.06,No
CUST-110310,Female,0,No,Yes,57,One year,No,Bank transfer (automatic),21.95,1179.22,Yes
CUST-110311,Female,0,No,Yes,29,Month-to-month,Yes,Credit card (automatic),25.23,686.11,Yes
CUST-110312,Male,0,Yes,Yes,3,One year,Yes,Mailed check,27.73,82.63,Yes
CUST-110313,Male,0,Yes,Yes,43,Month-to-month,Yes,Mailed check,28.91,1175.46,No
CUST-110314,Male,0,Yes,No,44,Two year,No,Credit card (automatic),74.23,3540.89,No
CUST-110315,Female,0,No,Yes,26,Month-to-month,Yes,Mailed check,73.93,1825.11,No
CUST-110316,Male,1,No,No,14,One year,No,Mailed check,63.5,911.13,No
CUST-110317,Male,0,No,No,36,Two year,Yes,Credit card (automatic),71.54,2714.34,No
CUST-110318,Male,0,No,No,16,Month-to-month,Yes,Mailed check,79.86,1163.34,Yes
CUST-110319,Male,0,Yes,No,52,Two year,Yes,Credit card (automatic),42.04,2244.35,No
CUST-110320,Female,0,No,Yes,7,Month-to-month,No,Credit card (automatic),113.23,732.04,No
CUST-110321,Female,0,No,Yes,18,One year,Yes,Mailed check,44.04,788.15,No
CUST-110322,Female,0,No,No,13,Month-to-month,Yes,Credit card (automatic),67.74,955.6,No
CUST-110323,Male,1,Yes,No,70,Two year,No,Credit card (automatic),114.05,8051.48,No
CUST-110324,Female,0,Yes,Yes,12,Month-to-month,Yes,Electronic check,32.02,384.51,No
CUST-110325,Male,0,Yes,Yes,22,Month-to-month,No,Electronic check,114.43,2523.02,Yes
CUST-110326,Female,1,Yes,No,46,Two year,No,Electronic check,76.64,3660.46,No
CUST-110327,Male,0,Yes,Yes,59,Two year,Yes,Mailed check,75.58,4572.88,No
CUST-110328,Female,0,Yes,Yes,65,Two year,No,Electronic check,56.93,3467.79,No
CUST-110329,Female,0,Yes,Yes,45,Two year,Yes,Mailed check,94.92,4228.38,No
CUST-110330,Male,0,Yes,No,70,Two year,Yes,Electronic check,47.92,3524.63,Yes
CUST-110331,Male,0,Yes,Yes,0,One year,No,Electronic check,52.76,52.76,No
CUST-110332,Male,0,Yes,Yes,4,Month-to-month,No,Mailed check,38.59,161.67,No
CUST-110333,Female,0,Yes,No,9,Month-to-month,Yes,Bank transfer (automatic),80.78,699.94,No
CUST-110334,Female,1,No,Yes,53,Two year,No,Electronic check,42.8,2144.37,No
CUST-110335,Female,0,No,No,57,One year,No,Bank transfer (automatic),110.53,6839.61,No
CUST-110336,Female,0,No,Yes,71,Two year,Yes,Electronic check,87.86,5769.58,No
CUST-110337,Female,1,Yes,No,2,Month-to-month,Yes,Mailed check,94.74,192.15,Yes
CUST-110338,Female,0,No,No,56,One year,No,Mailed check,83.73,4860.85,No
CUST-110339,Female,0,Yes,Yes,26,One year,No,Bank transfer (automatic),34.86,835.35,No
CUST-110340,Male,0,No,Yes,43,Two year,No,Bank transfer (automatic),91.42,4176.84,No
CUST-110341,Male,0,No,No,51,One year,No,Mailed check,20.54,943.49,No
CUST-110342,Male,0,No,No,18,Month-to-month,Yes,Mailed check,22.89,437.64,Yes
CUST-110343,Male,0,Yes,No,28,Two year,No,Credit card (automatic),95.32,2744.36,Yes
CUST-110344,Male,0,No,Yes,69,Two year,Yes,Credit card (automatic),95.93,6105.15,No
CUST-110345,Female,0,Yes,No,12,One year,Yes,Bank transfer (automatic),49.71,652.58,No
CUST-110346,Female,0,No,No,21,One year,Yes,Mailed check,66.69,1411.35,No
CUST-110347,Female,0,No,Yes,60,One year,No,Mailed check,108.96,5937.84,Yes
CUST-110348,Female,0,No,No,63,Two year,Yes,Credit card (automatic),108.79,6975.43,No
CUST-110349,Female,0,No,Yes,69,One year,Yes,Credit card (automatic),59.15,3882.6,No
CUST-110350,Male,0,Yes,No,34,One year,No,Mailed check,90.46,3343.03,Yes
CUST-110351,Female,0,Yes,Yes,6,Month-to-month,No,Bank transfer (automatic),51.32,338.39,No
CUST-110352,Male,1,No,Yes,14,Month-to-month,No,Bank transfer (automatic),23.8,341.67,Yes
CUST-110353,Male,0,Yes,Yes,50,One year,Yes,Electronic check,41.43,1948.44,No
CUST-110354,Female,0,No,Yes,71,One year,Yes,Credit card (automatic),114.17,7439.66,Yes
CUST-110355,Female,0,Yes,Yes,64,One year,Yes,Credit card (automatic),52.23,3365.31,No
CUST-110356,Female,0,Yes,Yes,61,One year,Yes,Mailed check,71.75,4649.56,No
CUST-110357,Male,1,Yes,Yes,18,Month-to-month,No,Credit card (automatic),34.0,559.56,No
CUST-110358,Female,0,Yes,Yes,57,Two year,No,Credit card (automatic),93.95,5371.84,No
CUST-110359,Female,0,Yes,No,39,Two year,Yes,Mailed check,104.96,3905.74,No
CUST-110360,Female,0,No,No,68,Two year,Yes,Credit card (automatic),68.16,4694.68,No
CUST-110361,Female,0,Yes,No,45,Two year,No,Electronic check,102.6,5046.82,No
CUST-110362,Female,0,No,No,48,One year,No,Electronic check,111.87,5804.13,No
CUST-110363,Male,0,Yes,No,10,Month-to-month,Yes,Credit card (automatic),54.58,537.37,No
CUST-110364,Male,0,No,No,28,One year,No,Electronic check,109.18,3098.49,Yes
CUST-110365,Male,0,No,Yes,49,Two year,No,Bank transfer (automatic),96.51,4735.92,No
CUST-110366,Male,1,Yes,Yes,49,Two year,Yes,Credit card (automatic),61.89,3071.7,No
CUST-110367,Female,0,No,Yes,20,One year,No,Mailed check,101.94,1993.3,No
CUST-110368,Female,1,Yes,No,52,Two year,Yes,Bank transfer (automatic),52.63,3006.7,No
CUST-110369,Female,0,No,No,22,One year,No,Bank transfer (automatic),81.68,1947.72,No
CUST-110370,Male,0,No,Yes,71,One year,Yes,Bank transfer (automatic),99.41,6358.22,No
CUST-110371,Female,0,No,Yes,56,One year,No,Mailed check,82.7,4344.47,No
CUST-110372,Female,0,Yes,Yes,24,One year,No,Bank transfer (automatic),51.88,1300.27,No
CUST-110373,Male,0,No,Yes,37,Two year,No,Credit card (automatic),84.84,3306.02,No
CUST-110374,Male,0,Yes,Yes,36,One year,Yes,Mailed check,44.73,1498.24,No
CUST-110375,Female,0,No,No,69,Two year,No,Bank transfer (automatic),119.7,8649.25,No
CUST-110376,Female,0,Yes,Yes,59,Two year,Yes,Bank transfer (automatic),107.63,6755.22,No
CUST-110377,Female,0,Yes,Yes,50,Two year,Yes,Electronic check,34.21,1605.43,No
CUST-110378,Female,0,Yes,Yes,16,Month-to-month,Yes,Electronic check,29.07,492.49,Yes
CUST-110379,Male,0,Yes,Yes,11,One year,Yes,Mailed check,33.69,379.49,No
CUST-110380,Male,0,Yes,No,72,One year,No,Electronic check,36.25,2507.5,No
CUST-110381,Female,0,Yes,No,66,One year,Yes,Mailed check,103.94,7481.32,No
CUST-110382,Female,0,No,Yes,16,One year,No,Electronic check,44.34,659.29,Yes
CUST-110383,Male,0,Yes,No,9,Month-to-month,No,Bank transfer (automatic),86.65,705.37,No
CUST-110384,Male,0,Yes,No,10,Month-to-month,No,Mailed check,103.37,1006.35,Yes
CUST-110385,Female,0,No,Yes,19,One year,Yes,Mailed check,103.48,2037.79,No
CUST-110386,Male,0,No,Yes,12,Month-to-month,No,Electronic check,50.56,661.54,Yes
CUST-110387,Male,0,No,Yes,63,Two year,Yes,Credit card (automatic),77.61,5097.0,No
CUST-110388,Male,0,No,No,64,One year,Yes,Mailed check,81.52,5119.71,No
CUST-110389,Male,0,No,Yes,43,Two year,Yes,Mailed check,74.04,2959.42,No
CUST-110390,Male,0,Yes,Yes,1,Month-to-month,Yes,Mailed check,44.78,46.75,Yes
CUST-110391,Male,0,Yes,No,12,One year,No,Bank transfer (automatic),32.52,422.04,No
CUST-110392,Male,0,No,Yes,17,Month-to-month,Yes,Bank transfer (automatic),81.66,1500.9,No
CUST-110393,Male,0,No,No,51,Two year,Yes,Electronic check,60.36,3135.83,No
CUST-110394,Female,0,No,Yes,1,Month-to-month,No,Mailed check,104.31,107.8,Yes
CUST-110395,Male,0,Yes,Yes,18,Two year,No,Mailed check,82.61,1489.81,No
CUST-110396,Female,0,No,Yes,40,One year,No,Credit card (automatic),34.56,1350.54,No
CUST-110397,Male,0,No,No,27,One year,Yes,Bank transfer (automatic),76.5,2105.07,No
CUST-110398,Female,0,Yes,No,20,Two year,No,Electronic check,91.04,1835.64,No
CUST-110399,Female,0,No,Yes,34,One year,No,Credit card (automatic),38.91,1204.28,No
CUST-110400,Female,1,Yes,No,70,Two year,No,Electronic check,73.08,5501.43,No
CUST-110401,Male,0,Yes,Yes,37,Two year,No,Bank transfer (automatic),22.59,809.29,No
CUST-110402,Female,0,Yes,Yes,2,Month-to-month,No,Mailed check,25.18,51.17,No
CUST-110403,Female,0,Yes,Yes,44,One year,No,Electronic check,86.01,3710.22,No
CUST-110404,Male,0,Yes,Yes,15,Month-to-month,No,Bank transfer (automatic),60.27,934.68,No
CUST-110405,Male,0,Yes,No,32,One year,Yes,Mailed check,23.7,771.77,No
CUST-110406,Female,0,No,Yes,63,One year,Yes,Electronic check,41.61,2628.77,No
CUST-110407,Female,0,Yes,Yes,3,One year,Yes,Bank transfer (automatic),46.07,149.91,No
CUST-110408,Female,0,No,No,19,Month-to-month,No,Electronic check,70.01,1441.12,Yes
CUST-110409,Female,0,No,Yes,50,Two year,Yes,Mailed check,62.96,2979.3,Yes
CUST-110410,Male,0,No,No,47,One year,Yes,Bank transfer (automatic),28.09,1255.64,No
CUST-110411,Male,0,Yes,Yes,7,Two year,Yes,Electronic check,62.1,456.33,No
CUST-110412,Female,0,Yes,Yes,48,Month-to-month,Yes,Mailed check,24.11,1157.02,No
CUST-110413,Male,0,No,Yes,35,Month-to-month,Yes,Bank transfer (automatic),118.39,3910.42,No
CUST-110414,Female,1,No,Yes,69,One year,Yes,Credit card (automatic),88.37,5736.19,No
CUST-110415,Male,0,Yes,No,19,One year,No,Bank transfer (automatic),31.18,572.12,No
CUST-110416,Male,0,Yes,Yes,25,One year,No,Bank transfer (automatic),101.14,2345.9,No
CUST-110417,Male,0,Yes,No,63,Two year,Yes,Electronic check,69.58,4654.35,No
CUST-110418,Female,1,No,Yes,48,Two year,Yes,Mailed check,48.47,2219.03,No
CUST-110419,Male,0,No,Yes,12,Month-to-month,Yes,Credit card (automatic),117.66,1346.74,Yes
CUST-110420,Female,0,Yes,No,28,Two year,Yes,Mailed check,31.19,800.05,Yes
CUST-110421,Female,0,No,Yes,47,Two year,Yes,Electronic check,25.42,1268.2,No
CUST-110422,Female,0,Yes,No,62,Two year,No,Mailed check,27.46,1607.78,Yes
CUST-110423,Male,0,No,No,66,Two year,No,Mailed check,84.09,5632.53,No
CUST-110424,Female,0,No,Yes,23,One year,Yes,Credit card (automatic),21.75,507.8,No
CUST-110425,Male,0,No,Yes,52,Two year,Yes,Bank transfer (automatic),77.53,3725.22,No
CUST-110426,Female,0,No,Yes,10,Month-to-month,No,Bank transfer (automatic),29.99,290.79,No
CUST-110427,Male,0,Yes,Yes,71,Two year,No,Mailed check,34.19,2616.99,No
CUST-110428,Female,0,Yes,No,24,One year,Yes,Bank transfer (automatic),47.87,1212.19,No
CUST-110429,Male,0,No,No,20,One year,Yes,Bank transfer (automatic),72.14,1425.07,No
CUST-110430,Male,0,Yes,No,36,Two year,Yes,Mailed check,59.31,1950.69,Yes
CUST-110431,Male,0,Yes,Yes,10,Month-to-month,No,Bank transfer (automatic),52.11,532.1,Yes
CUST-110432,Male,1,No,Yes,9,One year,No,Credit card (automatic),40.67,400.26,No
CUST-110433,Male,1,No,No,11,Month-to-month,No,Electronic check,84.02,920.96,No
CUST-110434,Female,1,Yes,Yes,52,One year,No,Credit card (automatic),27.97,1414.32,No
CUST-110435,Male,0,Yes,Yes,67,One year,No,Credit card (automatic),31.57,2088.35,No
CUST-110436,Male,0,No,Yes,54,Two year,No,Electronic check,25.88,1371.43,No
CUST-110437,Female,0,No,No,49,One year,Yes,Electronic check,98.97,4866.54,No
CUST-110438,Female,0,Yes,No,67,Two year,No,Mailed check,25.05,1790.25,No
CUST-110439,Male,1,No,No,3,Month-to-month,No,Electronic check,78.73,216.86,Yes
CUST-110440,Female,0,No,No,72,One year,Yes,Electronic check,86.33,5966.09,No
CUST-110441,Male,0,No,No,39,Two year,Yes,Bank transfer (automatic),102.62,3934.43,No
CUST-110442,Female,0,Yes,Yes,44,Two year,No,Bank transfer (automatic),57.06,,Yes
CUST-110443,Female,0,Yes,No,9,Month-to-month,Yes,Credit card (automatic),35.4,293.61,Yes
CUST-110444,Male,0,Yes,Yes,55,One year,Yes,Electronic check,115.37,5854.51,No
CUST-110445,Male,0,Yes,No,65,Two year,Yes,Electronic check,75.45,4460.92,No
CUST-110446,Male,0,Yes,No,6,Month-to-month,Yes,Credit card (automatic),80.01,452.22,Yes
CUST-110447,Male,0,No,No,38,Two year,Yes,Bank transfer (automatic),95.41,3802.88,No
CUST-110448,Male,1,No,No,2,One year,No,Credit card (automatic),113.72,229.18,No
CUST-110449,Female,0,Yes,Yes,44,Two year,Yes,Electronic check,84.24,3999.53,No
CUST-110450,Male,0,No,No,5,Month-to-month,Yes,Electronic check,112.39,589.89,Yes
CUST-110451,Female,0,Yes,Yes,21,One year,No,Mailed check,86.08,1887.01,No
CUST-110452,Male,0,No,No,20,Month-to-month,No,Credit card (automatic),119.39,2453.78,No
CUST-110453,Male,0,No,Yes,62,Two year,Yes,Mailed check,116.79,7075.29,Yes
CUST-110454,Male,1,Yes,No,57,Two year,No,Electronic check,94.31,5701.75,No
CUST-110455,Female,0,Yes,Yes,21,Month-to-month,Yes,Bank transfer (automatic),41.86,831.55,No
CUST-110456,Female,0,Yes,Yes,68,One year,Yes,Mailed check,32.61,2268.8,No
CUST-110457,Female,1,No,No,50,One year,Yes,Electronic check,63.63,3261.31,Yes
CUST-110458,Male,1,No,No,55,Month-to-month,Yes,Mailed check,108.18,6195.44,Yes
CUST-110459,Female,0,No,Yes,31,One year,Yes,Mailed check,117.27,3422.21,No
CUST-110460,Female,0,No,Yes,36,Two year,No,Mailed check,24.68,959.83,No
CUST-110461,Male,0,Yes,Yes,45,Two year,Yes,Bank transfer (automatic),76.62,3475.13,No
CUST-110462,Female,0,No,No,29,One year,No,Mailed check,97.0,2880.46,No
CUST-110463,Male,0,No,Yes,4,Month-to-month,Yes,Electronic check,28.4,121.93,Yes
CUST-110464,Female,0,No,Yes,1,Month-to-month,No,Mailed check,106.96,108.8,Yes
CUST-110465,Female,0,No,Yes,35,One year,No,Mailed check,82.87,2775.84,No
CUST-110466,Female,0,Yes,No,63,Two year,No,Bank transfer (automatic),44.43,2992.6,No
CUST-110467,Female,0,No,No,5,Month-to-month,Yes,Bank transfer (automatic),30.16,162.24,Yes
CUST-110468,Female,1,No,No,28,Month-to-month,Yes,Electronic check,96.71,2475.11,No
CUST-110469,Female,0,Yes,No,15,Two year,Yes,Credit card (automatic),56.12,867.35,No
CUST-110470,Female,1,Yes,Yes,36,Two year,Yes,Credit card (automatic),68.17,2233.35,No
CUST-110471,Male,0,Yes,Yes,13,Month-to-month,No,Mailed check,37.05,513.48,Yes
CUST-110472,Male,1,Yes,No,48,One year,No,Electronic check,45.34,1962.55,No
CUST-110473,Male,1,Yes,Yes,38,Two year,No,Credit card (automatic),94.72,3683.75,No
CUST-110474,Female,1,Yes,Yes,34,Month-to-month,Yes,Mailed check,92.6,2901.33,No
CUST-110475,Female,0,No,No,33,Month-to-month,No,Credit card (automatic),71.63,2152.75,No
CUST-110476,Female,0,Yes,No,24,Month-to-month,No,Bank transfer (automatic),23.41,597.78,No
CUST-110477,Female,0,No,Yes,29,One year,Yes,Mailed check,27.13,776.77,No
CUST-110478,Male,0,Yes,No,41,Two year,No,Mailed check,86.48,3592.64,Yes
CUST-110479,Female,0,Yes,No,70,One year,Yes,Mailed check,103.77,7457.29,No
CUST-110480,Male,0,No,Yes,38,Two year,No,Electronic check,113.02,4146.64,No
CUST-110481,Male,0,Yes,No,23,One year,No,Bank transfer (automatic),84.79,1857.09,Yes
CUST-110482,Female,0,No,Yes,38,Two year,No,Electronic check,50.25,1770.64,No
CUST-110483,Female,1,Yes,Yes,55,One year,No,Credit card (automatic),62.56,3271.45,No
CUST-110484,Male,0,Yes,No,56,Two year,Yes,Credit card (automatic),30.57,1748.31,No
CUST-110485,Female,1,Yes,Yes,7,Month-to-month,Yes,Mailed check,33.78,256.25,No
CUST-110486,Female,1,Yes,Yes,70,Two year,No,Credit card (automatic),82.98,5644.63,No
CUST-110487,Male,0,Yes,No,35,Month-to-month,No,Electronic check,111.79,4250.18,No
CUST-110488,Female,0,Yes,No,40,Month-to-month,No,Bank transfer (automatic),49.49,1961.4,No
CUST-110489,Female,0,No,No,1,Month-to-month,No,Credit card (automatic),107.59,101.18,No
CUST-110490,Female,0,No,Yes,35,Two year,Yes,Credit card (automatic),52.5,1837.66,No
CUST-110491,Male,1,No,Yes,30,Two year,No,Bank transfer (automatic),36.32,1030.6,No
CUST-110492,Male,0,No,No,62,One year,No,Bank transfer (automatic),20.8,1351.16,Yes
CUST-110493,Female,1,No,No,25,One year,Yes,Credit card (automatic),111.39,2878.28,Yes
CUST-110494,Female,0,Yes,Yes,61,One year,No,Bank transfer (automatic),28.01,1658.91,No
CUST-110495,Male,1,Yes,No,8,Month-to-month,No,Mailed check,100.24,828.33,No
CUST-110496,Female,0,Yes,Yes,16,Month-to-month,Yes,Credit card (automatic),42.55,641.96,No
CUST-110497,Male,1,Yes,No,41,Two year,Yes,Bank transfer (automatic),34.36,1514.71,No
CUST-110498,Female,0,No,No,50,One year,No,Electronic check,66.54,3013.12,No
CUST-110499,Female,1,No,Yes,69,Two year,No,Bank transfer (automatic),30.65,2034.12,No
CUST-110500,Female,0,No,Yes,10,Month-to-month,Yes,Bank transfer (automatic),24.95,236.17,No
CUST-110501,Female,0,No,Yes,12,One year,Yes,Electronic check,47.93,599.82,No
CUST-110502,Female,0,Yes,Yes,1,One year,Yes,Bank transfer (automatic),101.13,108.27,No
CUST-110503,Female,0,No,Yes,32,One year,Yes,Mailed check,82.24,2724.58,No
CUST-110504,Female,0,No,Yes,60,Two year,No,Mailed check,93.6,5193.77,Yes
CUST-110505,Female,0,No,No,37,One year,Yes,Electronic check,87.64,3209.54,No
CUST-110506,Female,0,No,No,68,Two year,Yes,Mailed check,93.52,6182.14,Yes
CUST-110507,Male,0,Yes,Yes,43,Month-to-month,No,Mailed check,82.06,3804.81,No
CUST-110508,Female,0,Yes,No,30,One year,Yes,Bank transfer (automatic),65.0,1969.34,No
CUST-110509,Female,0,Yes,No,13,Month-to-month,Yes,Mailed check,20.23,277.9,No
CUST-110510,Male,1,Yes,Yes,65,One year,No,Credit card (automatic),46.6,3159.8,No
CUST-110511,Female,0,No,No,16,Month-to-month,Yes,Bank transfer (automatic),97.4,1665.62,No
CUST-110512,Male,0,No,Yes,38,Two year,No,Mailed check,44.96,1542.17,Yes
CUST-110513,Female,0,No,No,53,One year,No,Mailed check,113.89,6628.47,No
CUST-110514,Female,0,Yes,No,60,Two year,No,Credit card (automatic),103.53,6400.22,Yes
CUST-110515,Female,1,No,Yes,7,Month-to-month,Yes,Credit card (automatic),114.52,849.54,No
CUST-110516,Male,1,Yes,Yes,13,One year,Yes,Credit card (automatic),113.27,1585.89,No
CUST-110517,Male,0,Yes,Yes,58,Two year,No,Electronic check,56.97,3034.24,No
CUST-110518,Male,0,No,Yes,64,One year,No,Bank transfer (automatic),47.58,3095.26,No
CUST-110519,Male,0,No,No,71,One year,No,Electronic check,74.14,5387.01,No
CUST-110520,Female,0,No,Yes,12,Month-to-month,Yes,Mailed check,20.51,254.8,Yes
CUST-110521,Male,0,Yes,Yes,29,Two year,No,Mailed check,93.75,2584.21,No
CUST-110522,Male,0,Yes,Yes,45,Two year,No,Electronic check,61.36,2769.59,No
CUST-110523,Male,0,Yes,Yes,33,One year,Yes,Electronic check,75.95,2387.36,No
CUST-110524,Female,0,No,No,27,One year,No,Mailed check,65.84,1703.21,Yes
CUST-110525,Male,0,Yes,No,17,One year,Yes,Bank transfer (automatic),36.64,660.62,No
CUST-110526,Female,0,No,No,10,Month-to-month,No,Mailed check,113.78,1068.11,No
CUST-110527,Female,0,Yes,Yes,68,Two year,Yes,Electronic check,45.81,3377.09,No
CUST-110528,Male,0,No,Yes,9,Month-to-month,Yes,Electronic check,90.49,746.24,Yes
CUST-110529,Male,0,No,Yes,16,Two year,No,Credit card (automatic),36.03,595.92,Yes
CUST-110530,Male,0,No,Yes,53,One year,Yes,Bank transfer (automatic),76.08,4117.93,No
CUST-110531,Female,0,Yes,Yes,37,Two year,Yes,Mailed check,47.06,1693.6,No
CUST-110532,Male,0,Yes,No,14,Month-to-month,Yes,Electronic check,59.24,755.02,Yes
CUST-110533,Male,1,No,Yes,44,Two year,No,Credit card (automatic),69.53,3026.94,No
CUST-110534,Female,0,Yes,Yes,5,One year,Yes,Electronic check,40.91,200.41,No
CUST-110535,Male,0,No,No,58,One year,No,Credit card (automatic),63.38,3687.09,Yes
CUST-110536,Female,0,Yes,Yes,42,Two year,Yes,Credit card (automatic),29.28,1227.25,Yes
CUST-110537,Male,0,No,No,52,One year,No,Credit card (automatic),94.5,4753.44,No
CUST-110538,Female,0,No,Yes,62,Two year,Yes,Bank transfer (automatic),84.49,4996.37,No
CUST-110539,Female,0,Yes,No,46,Month-to-month,No,Electronic check,69.19,3461.99,No
CUST-110540,Female,0,Yes,No,59,Two year,No,Electronic check,94.26,5172.66,No
CUST-110541,Male,0,No,Yes,54,Two year,No,Credit card (automatic),60.6,3211.81,No
CUST-110542,Male,1,No,Yes,72,One year,No,Electronic check,48.83,3686.28,No
CUST-110543,Male,0,No,Yes,8,Two year,Yes,Credit card (automatic),62.55,460.9,No
CUST-110544,Male,1,Yes,Yes,22,One year,No,Bank transfer (automatic),50.73,1067.57,No
CUST-110545,Male,0,Yes,Yes,5,Month-to-month,No,Bank transfer (automatic),36.17,180.49,Yes
CUST-110546,Male,1,No,No,13,Two year,Yes,Electronic check,110.79,1498.06,No
CUST-110547,Female,0,Yes,Yes,28,One year,Yes,Credit card (automatic),31.23,897.94,No
CUST-110548,Female,0,Yes,No,42,Two year,No,Electronic check,89.32,4072.96,Yes
CUST-110549,Male,0,No,Yes,65,Two year,No,Bank transfer (automatic),100.46,6616.07,No
CUST-110550,Male,0,No,Yes,27,Two year,Yes,Credit card (automatic),94.03,2747.22,No
CUST-110551,Female,0,Yes,Yes,37,Two year,No,Credit card (automatic),94.23,3208.06,No
CUST-110552,Female,0,No,Yes,20,One year,No,Electronic check,26.28,540.54,No
CUST-110553,Male,1,Yes,Yes,18,One year,No,Bank transfer (automatic),92.91,1824.99,No
